,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,Y,target
871,Home,Alone,Sunny,55,6PM,Bar,1d,Female,26,Unmarried partner,0,Associates degree,Community & Social Services,$50000 - $62499,never,1~3,1~3,1~3,less1,0,0,1,,1
5516,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Education&Training&Library,$25000 - $37499,4~8,less1,1~3,less1,never,0,0,1,,1
9238,Home,Partner,Sunny,55,10PM,Bar,1d,Male,50plus,Married partner,1,Some college - no degree,Office & Administrative Support,$62500 - $74999,1~3,never,1~3,1~3,less1,1,1,0,,0
5580,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,less1,less1,less1,1~3,less1,0,0,1,,1
2826,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Life Physical Social Science,$50000 - $62499,less1,never,4~8,less1,less1,1,0,0,,0
10504,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,1~3,1~3,1~3,less1,less1,0,0,1,,0
8060,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Management,$25000 - $37499,4~8,never,4~8,gt8,1~3,0,0,0,,0
5423,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,0,Bachelors degree,Personal Care & Service,$12500 - $24999,never,,1~3,1~3,less1,0,0,1,,1
3981,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,less1,1~3,gt8,gt8,1~3,1,0,0,,0
1013,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Retired,$12500 - $24999,1~3,4~8,4~8,4~8,less1,0,0,0,,1
313,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,never,1~3,1~3,1~3,less1,1,0,0,,0
2723,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Computer & Mathematical,$87500 - $99999,1~3,1~3,1~3,4~8,1~3,1,0,0,,1
636,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,41,Single,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,less1,1~3,1~3,1~3,never,1,0,0,,0
6714,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,1d,Female,31,Married partner,1,Associates degree,Unemployed,$37500 - $49999,never,1~3,1~3,1~3,1~3,0,0,0,,0
127,Work,Alone,Sunny,55,7AM,Bar,1d,Male,26,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,1~3,gt8,4~8,1~3,less1,1,1,0,,1
6883,Work,Alone,Sunny,30,7AM,Restaurant(<20),1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,$12500 - $24999,never,4~8,1~3,1~3,never,1,1,0,,0
7437,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Sales & Related,$50000 - $62499,4~8,4~8,1~3,1~3,less1,1,0,0,,1
12628,Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$37500 - $49999,never,4~8,1~3,1~3,less1,1,0,1,,0
10627,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,never,never,gt8,less1,less1,0,0,0,,0
11695,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,never,gt8,4~8,1~3,less1,0,0,0,,0
8598,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,0,0,0,,0
6658,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,26,Unmarried partner,1,Some college - no degree,Transportation & Material Moving,$12500 - $24999,1~3,4~8,1~3,4~8,less1,1,0,0,,1
11593,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,21,Single,0,Bachelors degree,Student,$25000 - $37499,never,never,less1,never,never,1,0,0,,1
7738,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,21,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,less1,never,1~3,4~8,1~3,1,0,0,,1
4703,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,less1,never,1~3,4~8,1~3,0,0,0,,1
9024,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,,1
8356,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,26,Unmarried partner,0,Bachelors degree,Sales & Related,$75000 - $87499,never,never,1~3,4~8,1~3,1,0,0,,0
856,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,41,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,,,,,,0,0,0,,1
11836,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,0,,1
9265,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,1,0,1,,0
10918,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,1~3,1~3,4~8,1~3,less1,0,0,1,,1
10398,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,41,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,,less1,1~3,4~8,1~3,1,0,0,,0
4052,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,1,0,0,,1
1436,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,46,Single,0,Some college - no degree,Sales & Related,$25000 - $37499,never,never,1~3,less1,less1,0,0,0,,0
11626,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,less1,less1,1~3,1~3,less1,1,0,1,,1
404,Work,Alone,Sunny,55,7AM,Bar,1d,Female,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8,1,1,0,,1
8601,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,1,1,0,,1
9258,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,1~3,gt8,4~8,4~8,1~3,0,0,1,,1
240,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,1~3,never,4~8,1~3,less1,1,0,0,,1
3477,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Female,41,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,never,4~8,1~3,less1,1,0,0,,1
12421,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Protective Service,$100000 or More,1~3,less1,4~8,1~3,4~8,1,0,0,,0
7184,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,46,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,never,gt8,1~3,4~8,less1,0,0,0,,1
7154,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,31,Married partner,1,Some college - no degree,Construction & Extraction,$37500 - $49999,never,never,4~8,4~8,1~3,1,0,0,,1
10868,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,1~3,4~8,1~3,4~8,4~8,0,0,1,,1
4272,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,never,4~8,1~3,less1,1,1,0,,0
1942,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,less1,4~8,4~8,1~3,less1,0,0,0,,0
8736,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,less1,less1,gt8,4~8,less1,0,0,1,,1
11719,No Urgent Place,Alone,Rainy,55,2PM,Carry out & Take away,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,less1,gt8,4~8,never,0,0,0,,0
12364,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,less1,4~8,less1,4~8,1~3,0,0,1,,0
2924,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Divorced,1,High School Graduate,Business & Financial,$25000 - $37499,1~3,less1,1~3,less1,4~8,1,0,0,,1
2991,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Protective Service,$25000 - $37499,gt8,4~8,gt8,4~8,less1,1,0,0,,0
9007,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,less1,gt8,1~3,1~3,less1,1,0,0,,1
2130,Home,Alone,Sunny,55,6PM,Bar,1d,Female,21,Single,0,Some college - no degree,Life Physical Social Science,Less than $12500,less1,1~3,4~8,gt8,less1,0,0,1,,1
5934,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,21,Single,0,Some college - no degree,Student,Less than $12500,gt8,gt8,1~3,less1,never,1,0,0,,0
6285,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,less1,less1,gt8,4~8,1~3,0,0,0,,1
10143,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Male,31,Married partner,0,Bachelors degree,Architecture & Engineering,$75000 - $87499,less1,never,1~3,1~3,1~3,1,0,0,,1
12657,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Male,31,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,less1,never,4~8,gt8,less1,0,0,1,,0
2858,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,never,less1,1~3,less1,less1,1,0,0,,0
4242,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,4~8,1~3,4~8,1~3,1,0,0,,1
2372,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Single,0,Some college - no degree,Management,$25000 - $37499,4~8,less1,gt8,1~3,1~3,1,0,0,,1
7670,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,36,Single,0,Some college - no degree,Construction & Extraction,$50000 - $62499,never,never,1~3,less1,less1,0,0,0,,1
11544,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Male,50plus,Married partner,1,High School Graduate,Retired,$50000 - $62499,never,1~3,4~8,gt8,gt8,1,0,1,,1
11024,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,1~3,never,1~3,4~8,1~3,0,0,0,,1
9482,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,0,0,,0
3858,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,4~8,4~8,4~8,never,1,0,0,,1
2093,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Female,36,Divorced,1,Graduate degree (Masters or Doctorate),Student,$12500 - $24999,never,gt8,gt8,gt8,1~3,0,0,0,,0
11365,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,31,Single,0,Associates degree,Unemployed,Less than $12500,less1,less1,less1,1~3,less1,0,0,1,,0
5999,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,50plus,Divorced,0,Graduate degree (Masters or Doctorate),Retired,$37500 - $49999,never,never,4~8,1~3,never,1,0,0,,0
2061,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),1d,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Arts Design Entertainment Sports & Media,$50000 - $62499,4~8,gt8,4~8,4~8,1~3,0,0,0,,1
3219,Home,Alone,Sunny,55,6PM,Bar,1d,Female,41,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,1~3,less1,less1,1~3,1~3,0,0,1,,1
181,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,26,Single,1,Associates degree,Healthcare Practitioners & Technical,$25000 - $37499,never,1~3,4~8,1~3,less1,1,0,0,,1
4089,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,1~3,less1,4~8,1~3,less1,1,0,0,,1
1941,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,41,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$50000 - $62499,less1,4~8,4~8,1~3,less1,0,0,0,,1
4690,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Community & Social Services,$37500 - $49999,never,never,less1,less1,never,0,0,1,,1
11271,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Transportation & Material Moving,$50000 - $62499,1~3,4~8,4~8,4~8,1~3,0,0,0,,1
10752,Work,Alone,Rainy,55,7AM,Bar,1d,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Food Preparation & Serving Related,$100000 or More,less1,gt8,4~8,4~8,4~8,1,1,0,,0
6172,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Some college - no degree,Sales & Related,$25000 - $37499,never,less1,less1,less1,never,1,0,0,,1
8907,Work,Alone,Sunny,30,7AM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,0,,1
6991,Home,Alone,Sunny,80,6PM,Bar,2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,1~3,never,1~3,4~8,never,0,0,1,,0
592,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Single,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,4~8,never,4~8,1~3,less1,1,0,0,,0
4332,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Sales & Related,$37500 - $49999,1~3,less1,4~8,4~8,less1,0,0,0,,1
10797,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,31,Single,0,High School Graduate,Healthcare Support,$25000 - $37499,never,1~3,1~3,1~3,less1,0,0,1,,1
6228,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,41,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$62500 - $74999,less1,less1,1~3,1~3,less1,1,1,0,,0
10728,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,never,less1,1~3,1~3,never,0,0,0,,1
8592,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1~3,1~3,less1,1~3,never,1,0,0,,1
8446,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Male,41,Married partner,1,Associates degree,Farming Fishing & Forestry,$25000 - $37499,never,never,never,1~3,never,1,0,0,,1
4969,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Sales & Related,$100000 or More,less1,4~8,1~3,4~8,1~3,0,0,0,,1
1218,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,never,1~3,1~3,never,1~3,1,0,0,,1
7381,No Urgent Place,Partner,Rainy,55,10AM,Carry out & Take away,2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$87500 - $99999,never,1~3,1~3,1~3,less1,0,0,0,,0
1804,Work,Alone,Sunny,55,7AM,Bar,1d,Male,36,Unmarried partner,1,Some college - no degree,Unemployed,$87500 - $99999,1~3,less1,4~8,1~3,less1,1,1,0,,1
3393,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,never,less1,gt8,gt8,1~3,0,0,0,,1
3190,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,gt8,never,1~3,less1,less1,1,0,0,,1
10519,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,4~8,1~3,4~8,1~3,1,0,0,,0
10458,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,36,Divorced,1,Some college - no degree,Office & Administrative Support,$25000 - $37499,never,gt8,4~8,4~8,less1,1,0,0,,0
8210,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,31,Single,1,Associates degree,Installation Maintenance & Repair,$37500 - $49999,1~3,4~8,1~3,1~3,less1,0,0,1,,0
11139,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,50plus,Single,0,Bachelors degree,Management,$100000 or More,1~3,4~8,4~8,1~3,less1,0,0,0,,1
11839,Home,Partner,Sunny,30,10PM,Restaurant(<20),2h,Female,50plus,Widowed,1,Associates degree,Healthcare Support,$12500 - $24999,less1,less1,4~8,1~3,less1,1,0,1,,0
9317,No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2h,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,never,1~3,1~3,1~3,1~3,1,0,0,,1
9486,Work,Alone,Rainy,55,7AM,Bar,1d,Male,31,Married partner,1,High School Graduate,Computer & Mathematical,$87500 - $99999,never,1~3,less1,4~8,less1,1,1,0,,0
5248,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$37500 - $49999,less1,less1,1~3,less1,never,0,0,1,,0
11577,No Urgent Place,Partner,Rainy,55,6PM,Bar,2h,Male,36,Unmarried partner,0,Some college - no degree,Construction & Extraction,$25000 - $37499,never,4~8,4~8,less1,less1,1,0,0,,1
12217,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,less1,1~3,1~3,1~3,less1,0,0,0,,1
3856,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,never,4~8,4~8,4~8,never,0,0,0,,0
11467,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,never,gt8,gt8,gt8,4~8,0,0,0,,1
403,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Student,$100000 or More,1~3,never,1~3,1~3,4~8,1,1,0,,0
4726,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$87500 - $99999,never,4~8,,4~8,less1,1,0,0,,1
1971,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,36,Married partner,1,Some college - no degree,Management,$75000 - $87499,1~3,1~3,1~3,4~8,less1,1,0,0,,1
4280,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$50000 - $62499,1~3,never,4~8,1~3,less1,1,1,0,,1
10169,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,never,less1,4~8,1~3,less1,0,0,0,,1
9545,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,less1,1~3,less1,1~3,less1,0,0,1,,1
4211,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,less1,less1,gt8,gt8,4~8,0,0,1,,1
2221,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,36,Married partner,0,Associates degree,Protective Service,$100000 or More,4~8,never,4~8,4~8,1~3,1,1,0,,0
793,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,46,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,less1,less1,1~3,less1,never,1,0,0,,1
10039,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,26,Married partner,0,Graduate degree (Masters or Doctorate),Community & Social Services,$100000 or More,less1,gt8,4~8,gt8,1~3,0,0,0,,1
6866,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,$12500 - $24999,never,4~8,1~3,1~3,never,0,0,0,,1
9610,Home,Partner,Sunny,55,10PM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Community & Social Services,$62500 - $74999,less1,never,1~3,less1,never,1,1,0,,1
1660,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Bachelors degree,Personal Care & Service,$100000 or More,gt8,never,1~3,4~8,1~3,1,0,0,,1
3406,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,46,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$25000 - $37499,less1,4~8,1~3,1~3,less1,1,0,0,,0
5597,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,never,less1,gt8,1~3,never,0,0,1,,1
11371,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,never,1~3,1~3,1~3,1~3,0,0,0,,1
4379,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,never,0,0,1,,0
11295,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,1~3,4~8,1~3,1~3,less1,0,0,0,,0
9037,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1~3,less1,4~8,less1,never,1,0,0,,0
12476,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,41,Divorced,1,High School Graduate,Sales & Related,$12500 - $24999,never,less1,less1,1~3,4~8,0,0,1,,1
9390,Home,Alone,Sunny,30,6PM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,4~8,less1,1~3,4~8,1~3,0,0,1,,1
4058,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,21,Married partner,0,Some college - no degree,Sales & Related,Less than $12500,never,never,4~8,4~8,less1,0,0,1,,1
3623,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,never,less1,less1,1~3,less1,1,0,0,,0
5951,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Married partner,0,Some college - no degree,Unemployed,$37500 - $49999,less1,less1,1~3,1~3,1~3,0,0,0,,0
10643,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,less1,1~3,4~8,4~8,1~3,1,0,0,,1
7442,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,50plus,Married partner,1,Bachelors degree,Sales & Related,$50000 - $62499,4~8,4~8,1~3,1~3,less1,1,0,0,,1
2409,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,4~8,4~8,4~8,4~8,less1,0,0,0,,1
1412,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,never,less1,1~3,4~8,less1,1,0,0,,0
7330,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,36,Unmarried partner,1,Some college - no degree,Building & Grounds Cleaning & Maintenance,$25000 - $37499,1~3,less1,1~3,1~3,less1,1,0,0,,1
2430,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$12500 - $24999,1~3,gt8,gt8,1~3,less1,0,0,0,,1
9292,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Male,below21,Single,0,High School Graduate,Student,$87500 - $99999,never,less1,1~3,4~8,4~8,1,0,0,,1
12085,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,46,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,never,4~8,4~8,1~3,,0,0,1,,0
1873,Work,Alone,Sunny,55,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,1~3,never,less1,4~8,never,0,0,0,,1
8647,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,26,Married partner,0,Bachelors degree,Unemployed,$87500 - $99999,1~3,less1,,less1,less1,1,1,0,,0
2618,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,41,Married partner,1,Bachelors degree,Legal,$100000 or More,never,1~3,1~3,1~3,less1,1,0,0,,1
6990,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,1~3,never,1~3,4~8,never,0,0,0,,0
1280,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,never,never,less1,1~3,less1,1,0,0,,0
778,Home,Alone,Sunny,55,6PM,Bar,1d,Female,26,Single,0,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,1~3,1~3,1~3,gt8,1~3,0,0,1,,1
